time,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,quat0,quat1,quat2,quat3,acc0,acc1,acc2,gyro0,gyro2,gyro2
71831,17,20,26,20,24,28,24,25,2701,-6460,-11100,-9809,1428,1472,-399,-9,-127,98
71846,17,19,24,20,26,26,24,24,2697,-6472,-11094,-9809,1513,1503,-402,-5,-85,52
71868,17,20,22,20,25,25,23,24,2691,-6472,-11090,-9816,1530,1509,-422,-24,-36,-16
71891,17,21,22,22,26,20,23,26,2682,-6461,-11089,-9826,1492,1471,-439,-28,4,-74
71906,21,21,23,25,28,28,28,26,2672,-6445,-11095,-9833,1429,1419,-472,-18,30,-115
71928,21,23,23,23,28,28,30,24,2661,-6427,-11103,-9839,1383,1358,-491,-19,37,-133
71951,23,25,22,26,27,29,29,24,2650,-6411,-11111,-9843,1362,1306,-514,-30,40,-137
71966,24,24,21,27,28,32,31,22,2640,-6400,-11118,-9846,1369,1276,-540,-45,32,-129
71988,23,23,22,25,25,33,29,20,2631,-6397,-11119,-9849,1378,1273,-533,-72,10,-91
72011,19,22,21,22,25,26,24,19,2623,-6405,-11114,-9851,1392,1300,-532,-88,-23,-24
72026,21,21,23,23,25,24,22,19,2616,-6426,-11102,-9853,1401,1328,-487,-102,-68,53
72048,21,19,22,20,25,25,20,21,2609,-6455,-11085,-9854,1407,1359,-474,-112,-102,104
72071,22,19,26,19,26,23,16,20,2599,-6483,-11070,-9856,1415,1402,-453,-104,-121,104
72086,23,23,24,18,28,25,16,22,2588,-6505,-11056,-9859,1425,1410,-444,-95,-107,70
72108,23,23,23,17,26,24,17,21,2576,-6516,-11047,-9865,1432,1424,-441,-78,-71,16
72131,23,23,22,16,26,24,17,22,2566,-6518,-11043,-9871,1436,1421,-430,-47,-40,-25
72147,21,23,24,15,26,24,18,21,2561,-6514,-11045,-9874,1427,1414,-438,-7,-13,-46
72168,21,23,21,15,25,23,19,22,2559,-6505,-11048,-9877,1447,1419,-439,13,15,-57
72191,19,20,20,18,23,19,19,21,2561,-6493,-11053,-9878,1466,1428,-474,22,45,-70
72207,19,20,21,19,28,19,19,22,2563,-6478,-11061,-9878,1443,1461,-489,39,56,-58
72228,21,18,21,19,29,19,17,21,2565,-6467,-11071,-9874,1393,1492,-469,68,30,-22
72251,20,21,19,20,28,18,17,19,2560,-6463,-11084,-9863,1325,1501,-454,96,-32,13
72267,19,21,20,21,30,18,18,18,2549,-6463,-11098,-9850,1289,1475,-427,93,-89,7
72288,21,23,20,20,29,19,20,18,2534,-6461,-11108,-9845,1306,1409,-398,48,-83,-44
72311,24,24,20,19,24,19,20,18,2518,-6450,-11114,-9848,1261,1343,-393,2,-36,-88
72327,24,25,17,19,21,17,20,18,2514,-6436,-11116,-9857,1223,1249,-367,-9,30,-78
72348,23,23,18,18,24,16,19,21,2529,-6426,-11115,-9860,1234,1187,-360,40,78,-16
72371,24,23,18,18,21,17,18,22,2562,-6420,-11119,-9851,1264,1183,-409,120,113,49
72387,22,20,18,17,22,16,16,22,2603,-6417,-11129,-9831,1287,1250,-441,192,122,104
72408,20,17,20,19,26,17,16,26,2643,-6421,-11144,-9801,1288,1329,-470,238,73,161
72431,18,15,21,19,25,19,17,26,2674,-6436,-11158,-9767,1333,1404,-450,243,-26,194
72454,19,13,22,20,24,20,20,25,2694,-6457,-11168,-9736,1429,1526,-455,208,-85,197
72469,18,16,26,19,25,20,20,23,2703,-6471,-11178,-9713,1517,1628,-521,148,-76,136
72491,19,23,27,19,26,21,19,23,2696,-6475,-11186,-9703,1599,1662,-522,76,-90,23
72514,21,30,48,19,22,20,23,19,2672,-6465,-11204,-9695,1595,1634,-534,64,-106,-127
72530,29,43,58,20,22,21,23,21,2637,-6436,-11239,-9683,1501,1572,-510,140,-107,-269
72551,33,53,67,21,23,21,23,23,2601,-6386,-11290,-9667,1470,1532,-504,215,-71,-389
72574,38,60,73,20,21,21,24,26,2564,-6323,-11345,-9653,1508,1487,-523,221,-38,-506
72589,42,84,74,22,23,25,27,28,2524,-6234,-11410,-9646,1499,1435,-514,241,40,-666
72611,52,99,66,22,23,25,24,27,2484,-6127,-11484,-9637,1367,1324,-565,258,119,-758
72634,79,96,59,23,25,25,23,30,2458,-6021,-11549,-9632,1195,1187,-576,212,211,-682
72649,80,93,49,26,29,41,26,32,2444,-5951,-11598,-9621,987,1004,-584,149,169,-457
72671,80,91,38,27,30,47,33,45,2454,-5947,-11629,-9583,952,868,-556,187,4,-86
72694,83,68,34,28,28,47,45,80,2487,-6015,-11641,-9518,1126,969,-640,205,-182,308
72709,91,43,28,29,32,51,49,91,2524,-6151,-11623,-9443,1304,1204,-767,95,-366,690
72731,77,49,30,29,32,52,52,100,2544,-6360,-11568,-9366,1424,1385,-757,-70,-666,1042
72754,84,52,26,29,35,44,63,144,2547,-6611,-11494,-9282,1491,1484,-756,-147,-886,1234
72769,173,54,30,31,34,40,95,221,2502,-6877,-11417,-9196,1431,1537,-859,-275,-1081,1213
72791,389,73,42,36,39,48,107,244,2383,-7137,-11376,-9080,1246,1595,-900,-199,-1415,999
72814,404,95,45,40,43,57,115,258,2212,-7402,-11373,-8913,1238,1487,-1022,-8,-1858,668
72829,470,135,54,53,55,78,133,264,1956,-7616,-11419,-8731,1199,1634,-1160,28,-2101,122
72851,584,158,57,52,53,81,128,256,1642,-7768,-11495,-8561,1389,1655,-1180,-32,-2153,-411
72882,611,216,70,53,55,84,109,200,1348,-7854,-11595,-8398,1641,1403,-980,106,-1918,-718
72889,517,217,68,50,53,80,94,160,1167,-7895,-11683,-8264,1788,1297,-899,301,-1418,-757
72911,512,217,67,48,49,75,85,130,1072,-7907,-11749,-8170,1670,1147,-838,311,-881,-596
72934,451,197,58,33,33,55,53,111,1034,-7908,-11790,-8114,1454,1121,-815,256,-467,-365
72950,290,178,56,30,33,48,51,75,1027,-7911,-11806,-8090,1259,1148,-815,148,-204,-137
72971,169,103,36,28,30,40,41,44,1038,-7913,-11795,-8102,1165,1162,-862,-38,23,14
72994,119,88,27,26,27,35,34,41,1083,-7899,-11749,-8177,1246,1210,-787,-256,349,105
73010,75,63,24,25,23,26,27,30,1180,-7871,-11661,-8315,1376,1176,-668,-462,733,227
73031,104,63,25,25,28,29,29,46,1343,-7831,-11543,-8491,1495,1155,-600,-514,1111,401
73054,134,90,29,32,36,49,58,108,1540,-7776,-11439,-8647,1276,1354,-627,-268,1319,580
73070,225,113,32,35,51,57,65,140,1707,-7756,-11402,-8682,1040,1391,-849,229,891,622
73091,291,131,38,41,61,73,82,149,1770,-7720,-11474,-8607,953,1714,-1302,642,348,179
73114,322,181,63,46,67,81,93,165,1666,-7676,-11582,-8523,969,2216,-1548,383,-265,-278
73130,324,180,66,47,67,82,92,165,1492,-7648,-11672,-8455,1146,1925,-1378,75,-653,-576
73151,335,176,66,43,62,74,80,141,1320,-7621,-11725,-8436,1452,1582,-1132,-220,-680,-747
73174,285,164,66,40,52,68,75,109,1183,-7591,-11750,-8449,1522,1317,-913,-334,-533,-727
73190,220,150,64,33,41,52,56,97,1104,-7561,-11758,-8475,1525,1083,-812,-305,-293,-607
73211,193,95,40,26,30,39,37,67,1077,-7533,-11758,-8503,1404,983,-742,-203,-76,-419
73234,181,92,34,24,26,34,35,80,1098,-7515,-11760,-8513,1284,996,-783,-21,93,-188
73250,222,92,35,22,26,28,30,83,1154,-7506,-11758,-8516,1219,1081,-812,92,216,15
73271,233,90,32,20,25,30,31,95,1222,-7505,-11748,-8522,1118,1186,-833,101,283,182
73294,252,104,36,24,25,30,30,100,1275,-7517,-11735,-8522,1055,1297,-935,63,230,262
73310,249,94,36,25,27,30,30,107,1300,-7534,-11727,-8514,1051,1448,-1043,39,111,250
73331,342,124,49,27,29,34,34,114,1293,-7554,-11719,-8508,1094,1562,-1064,-32,-23,185
73354,316,130,52,29,32,43,39,115,1272,-7578,-11715,-8495,1140,1508,-1038,-32,-128,125
73370,317,141,60,32,33,42,42,115,1247,-7602,-11713,-8481,1237,1456,-1010,-35,-188,48
73391,316,133,57,30,34,43,43,114,1224,-7616,-11720,-8461,1302,1496,-1018,34,-187,-17
73414,326,139,60,29,34,43,42,113,1205,-7620,-11731,-8446,1280,1466,-981,46,-136,-63
73452,265,188,90,27,43,49,42,116,1185,-7618,-11739,-8439,1236,1415,-974,1,-97,-87
73454,252,195,102,31,45,43,44,106,1155,-7610,-11748,-8438,1208,1401,-997,-59,-94,-142
73474,244,196,98,27,46,50,43,97,1113,-7587,-11763,-8443,1237,1468,-997,-77,-89,-249
73496,224,209,105,27,46,50,45,93,1081,-7548,-11782,-8455,1290,1455,-927,-44,-33,-331
73511,197,209,107,29,45,48,44,86,1061,-7501,-11799,-8477,1310,1437,-868,-40,49,-341
73534,138,145,77,30,37,41,41,41,1061,-7451,-11812,-8502,1309,1411,-809,0,131,-304
73556,107,124,58,28,34,41,34,31,1080,-7396,-11816,-8543,1316,1387,-748,-31,245,-261
73571,88,105,57,28,41,37,28,26,1123,-7341,-11802,-8603,1322,1322,-679,-92,381,-177
73594,80,72,41,27,50,46,28,20,1210,-7291,-11762,-8688,1379,1271,-675,-185,617,-2
73616,67,58,31,26,54,49,31,22,1358,-7250,-11682,-8809,1446,1158,-634,-318,935,250
73631,46,54,31,30,90,63,36,24,1577,-7212,-11569,-8951,1458,1040,-593,-355,1279,525
73654,37,39,26,31,166,109,49,31,1843,-7165,-11442,-9099,1448,978,-526,-295,1605,814
73676,52,42,25,37,276,177,73,37,2187,-7110,-11297,-9247,1521,1085,-535,-152,1951,1079
73691,120,43,34,52,333,213,89,47,2613,-7029,-11131,-9398,1709,1227,-548,-17,2377,1292
73714,181,45,34,52,343,218,91,51,3070,-6922,-10964,-9535,1692,1405,-569,137,2556,1335
73736,184,58,39,49,336,215,90,50,3483,-6794,-10845,-9620,1557,1625,-648,399,2310,1099
73751,196,109,41,49,306,199,84,46,3812,-6636,-10803,-9653,1288,1821,-835,675,1919,648
73774,245,136,49,46,221,146,66,42,3954,-6447,-10866,-9653,1108,1948,-936,679,1348,111
73796,242,139,53,29,120,83,42,33,3953,-6278,-10975,-9642,1102,1843,-1015,489,700,-432
73812,213,140,55,28,86,66,37,25,3836,-6138,-11092,-9646,1170,1605,-875,186,109,-900
73834,217,143,52,31,82,61,36,25,3666,-6039,-11174,-9680,1354,1321,-701,-185,-219,-1087
73856,208,110,51,26,83,49,31,23,3504,-5980,-11226,-9716,1513,1105,-598,-315,-345,-1019
73871,145,86,51,28,62,36,28,23,3382,-5960,-11275,-9714,1569,941,-551,-147,-432,-782
73894,104,80,43,39,81,51,29,21,3311,-5975,-11318,-9679,1505,966,-407,85,-467,-406
73916,78,80,44,41,92,63,31,27,3290,-6015,-11327,-9652,1545,1073,-406,27,-315,-48
73932,60,64,45,39,91,64,29,26,3301,-6078,-11291,-9650,1537,1143,-340,-140,-184,243
73953,58,59,49,41,92,67,30,27,3331,-6148,-11237,-9659,1510,1184,-340,-203,-87,396
73976,56,35,39,38,92,66,29,26,3368,-6217,-11174,-9674,1481,1230,-327,-238,-29,469
73991,58,30,37,40,134,93,39,27,3414,-6280,-11103,-9701,1483,1237,-302,-276,56,486
74013,58,27,33,37,146,100,41,21,3472,-6333,-11008,-9753,1603,1213,-212,-390,177,475
74037,52,29,29,40,149,102,43,22,3544,-6371,-10916,-9805,1710,1213,-279,-362,301,430
74051,44,29,23,39,147,101,43,22,3633,-6397,-10853,-9826,1669,1321,-345,-108,342,491
74073,32,28,21,39,144,101,43,23,3724,-6408,-10816,-9826,1472,1396,-387,64,366,521
74096,25,28,20,27,84,66,32,23,3786,-6400,-10797,-9828,1328,1437,-479,51,362,382
74111,24,29,20,30,47,44,26,24,3810,-6384,-10792,-9835,1248,1388,-523,-18,267,194
74133,28,26,21,26,38,40,26,25,3810,-6369,-10795,-9841,1298,1324,-533,-43,164,60
74156,28,24,21,27,40,34,28,24,3804,-6362,-10802,-9840,1451,1333,-551,-40,88,20
74171,29,23,21,27,43,36,27,25,3801,-6367,-10809,-9831,1574,1346,-535,-5,18,43
74193,28,20,19,26,44,35,27,24,3792,-6386,-10819,-9811,1624,1355,-524,14,-86,77
74216,27,14,19,23,44,32,25,22,3770,-6419,-10826,-9790,1645,1340,-482,-15,-207,76
74231,23,17,20,25,45,33,23,21,3734,-6457,-10832,-9772,1660,1348,-457,-60,-281,44
74253,23,19,20,30,49,44,31,20,3688,-6498,-10833,-9761,1645,1314,-417,-111,-331,17
74276,22,22,22,31,49,56,41,19,3639,-6536,-10830,-9757,1615,1286,-372,-142,-325,-8
74291,23,24,22,35,48,57,41,20,3592,-6570,-10825,-9757,1584,1259,-334,-143,-309,-24
74313,23,26,22,39,48,58,44,19,3548,-6597,-10822,-9758,1515,1223,-299,-114,-287,-34
74336,21,26,24,39,48,59,45,19,3515,-6615,-10821,-9760,1500,1212,-284,-72,-221,-39
74358,20,25,24,34,48,52,38,20,3490,-6622,-10822,-9763,1501,1221,-295,-40,-155,-60
74373,19,23,23,34,49,43,30,21,3470,-6621,-10825,-9767,1501,1222,-302,-17,-99,-80
74396,18,24,24,31,50,41,32,21,3458,-6614,-10829,-9772,1498,1239,-327,3,-44,-73
74418,15,23,22,26,49,40,28,22,3453,-6605,-10832,-9776,1518,1244,-365,7,0,-55
74433,18,22,20,25,51,40,27,22,3454,-6599,-10835,-9777,1512,1228,-395,12,23,-29
74456,17,22,21,25,44,38,26,22,3458,-6596,-10837,-9775,1513,1228,-416,18,24,-6
74478,16,22,24,25,42,33,23,22,3457,-6596,-10837,-9775,1525,1236,-431,9,4,10
74493,21,25,28,22,38,34,21,20,3457,-6602,-10838,-9771,1530,1253,-443,-5,-13,22
74516,21,24,30,24,40,31,19,22,3451,-6610,-10838,-9766,1511,1258,-440,-15,-44,32
74538,19,24,30,28,40,29,20,22,3443,-6624,-10837,-9762,1527,1254,-435,-32,-72,35
74561,20,25,31,32,42,33,23,21,3431,-6639,-10833,-9760,1531,1235,-409,-51,-94,20
74576,25,25,29,30,39,31,22,21,3420,-6652,-10827,-9761,1556,1234,-410,-67,-78,12
74598,22,22,27,32,42,32,21,22,3414,-6663,-10820,-9764,1576,1240,-388,-57,-59,18
74613,21,20,28,32,45,32,21,25,3411,-6673,-10814,-9766,1566,1252,-385,-35,-49,27
74636,22,21,27,28,41,29,20,25,3414,-6678,-10808,-9767,1570,1254,-383,-16,-11,37
74658,22,23,28,26,42,28,19,23,3421,-6683,-10803,-9767,1571,1239,-383,2,0,38
74673,18,24,27,29,45,32,21,25,3426,-6685,-10801,-9766,1537,1234,-388,12,4,25
74696,18,25,24,28,44,30,21,24,3434,-6684,-10799,-9765,1543,1221,-391,20,24,24
74718,18,27,21,26,38,35,24,21,3447,-6680,-10797,-9765,1567,1247,-378,38,48,26
74733,18,25,22,28,39,37,25,21,3460,-6674,-10798,-9764,1572,1255,-401,45,60,19
74764,18,23,17,27,36,35,24,23,3472,-6668,-10800,-9762,1565,1252,-415,49,57,9
74778,18,22,19,24,45,33,23,20,3481,-6662,-10804,-9758,1561,1247,-437,45,50,1
74793,18,22,20,23,50,33,24,25,3487,-6656,-10805,-9759,1560,1248,-405,20,42,-7
74816,18,21,21,24,52,32,24,24,3491,-6651,-10804,-9763,1555,1232,-401,-3,38,-8
74839,18,23,19,24,51,29,22,24,3494,-6650,-10802,-9765,1566,1223,-417,-12,29,-7
74853,17,22,20,25,51,30,23,23,3499,-6648,-10800,-9767,1546,1210,-388,-2,24,-1
74876,19,21,22,29,53,35,24,23,3505,-6647,-10798,-9767,1539,1205,-390,8,24,10
74899,19,22,36,29,58,37,26,19,3512,-6646,-10795,-9768,1561,1223,-388,7,28,12
74914,19,23,58,29,60,43,28,18,3518,-6643,-10792,-9772,1557,1240,-375,0,36,14
74936,19,35,119,33,63,47,30,21,3528,-6637,-10785,-9780,1561,1246,-363,-9,67,15
74967,20,93,257,53,85,59,34,26,3561,-6616,-10770,-9799,1604,1260,-311,5,214,40
74974,26,110,305,68,93,59,35,26,3637,-6562,-10725,-9856,1667,1362,-408,-122,655,108
74996,34,129,322,72,88,60,36,29,3705,-6489,-10683,-9924,1556,1396,-154,-76,622,40
75018,34,152,324,74,89,59,34,31,3744,-6384,-10698,-9961,1729,1427,-247,174,518,-308
75034,36,152,320,77,93,56,32,28,3778,-6211,-10739,-10013,1739,1386,-305,253,761,-687
75056,35,166,325,85,99,63,36,26,3831,-6002,-10764,-10094,1662,1350,-203,195,1010,-765
75078,30,179,295,82,92,62,34,25,3903,-5778,-10783,-10177,1779,1380,-245,199,1177,-789
75093,27,188,289,82,124,68,32,22,3983,-5531,-10799,-10266,1784,1414,-299,183,1329,-854
75116,32,280,309,85,129,67,36,25,4053,-5281,-10825,-10342,1599,1323,-272,239,1281,-887
75138,32,319,368,95,147,68,36,24,4108,-5040,-10855,-10409,1432,1308,-235,248,1177,-867
75153,33,326,306,93,153,57,30,22,4147,-4816,-10883,-10471,1360,1357,-218,211,1054,-815
75176,40,321,361,97,198,62,34,27,4175,-4615,-10910,-10521,1343,1321,-208,192,908,-779
75199,40,320,375,105,219,66,36,28,4192,-4443,-10929,-10569,1292,1320,-141,130,760,-693
75213,39,242,389,135,302,106,49,38,4214,-4289,-10938,-10615,1296,1336,-118,91,719,-587
75236,56,232,415,142,307,113,54,53,4265,-4161,-10929,-10654,1349,1303,-51,70,727,-401
75259,70,204,425,146,334,136,71,60,4321,-4041,-10918,-10689,1304,1348,-68,63,729,-310
75281,87,228,390,164,367,157,84,67,4381,-3926,-10896,-10729,1266,1387,-9,21,736,-243
75296,108,253,465,225,423,202,101,78,4444,-3816,-10871,-10769,1166,1419,-10,-5,741,-166
75318,114,262,446,303,550,251,116,85,4521,-3710,-10842,-10803,1251,1489,-16,7,782,-96
75341,112,231,363,308,574,304,138,88,4603,-3592,-10804,-10846,1234,1524,-19,-53,882,-106
75356,106,236,354,371,579,305,140,85,4659,-3489,-10773,-10886,1087,1490,-17,-73,718,-110
75378,99,211,354,388,584,360,170,105,4706,-3413,-10751,-10912,1053,1538,-17,-53,557,-6
75401,94,174,244,397,575,350,169,111,4742,-3364,-10719,-10943,1121,1515,-11,-168,440,24
75416,108,196,234,346,571,371,182,117,4772,-3342,-10686,-10969,1138,1474,36,-182,307,83
75438,119,200,260,361,679,397,193,134,4798,-3344,-10655,-10988,1192,1493,87,-187,174,151
75461,120,209,277,377,749,420,205,144,4815,-3362,-10623,-11005,1203,1480,183,-174,50,180
75476,120,210,298,423,794,394,189,136,4828,-3380,-10607,-11010,1175,1523,202,-78,-14,188
75498,109,216,281,439,838,394,187,125,4834,-3394,-10601,-11008,1216,1557,172,-26,-33,151
75521,103,208,333,444,762,343,167,113,4850,-3407,-10580,-11018,1325,1516,256,-79,18,128
75536,88,252,347,471,665,270,138,85,4884,-3407,-10563,-11019,1360,1508,216,-10,137,135
75558,95,251,328,446,613,258,127,74,4906,-3397,-10566,-11009,1205,1554,165,89,90,135
75581,99,260,304,445,636,279,131,84,4900,-3393,-10577,-11003,1139,1548,144,54,-32,64
75596,116,272,309,537,597,318,154,96,4892,-3399,-10575,-11007,1218,1529,138,-56,-42,44
75618,107,261,284,614,634,353,169,108,4892,-3410,-10565,-11012,1304,1522,169,-72,-19,67
75641,111,225,259,662,619,360,172,112,4904,-3409,-10559,-11014,1302,1500,204,0,39,66
75656,105,223,317,664,580,335,162,107,4904,-3401,-10559,-11016,1277,1506,221,30,12,-5
75678,104,224,355,648,505,299,152,101,4888,-3384,-10568,-11019,1255,1544,167,29,-10,-90
75701,85,201,360,564,455,248,127,89,4879,-3368,-10572,-11024,1268,1478,187,21,14,-86
75716,85,196,332,473,387,202,105,75,4871,-3349,-10577,-11029,1237,1501,161,19,39,-77
75738,79,204,359,474,455,224,111,74,4851,-3343,-10595,-11023,1179,1459,116,58,-79,-67
75761,84,198,305,506,448,242,119,81,4836,-3346,-10610,-11014,1200,1446,151,69,-104,-21
75776,79,177,233,495,451,237,116,69,4829,-3341,-10609,-11019,1315,1522,174,-15,-8,-44
75798,82,172,216,472,446,240,112,81,4832,-3335,-10600,-11028,1340,1488,204,-33,48,-33
75821,86,188,229,472,454,250,121,84,4834,-3324,-10595,-11036,1266,1489,200,-13,51,-26
75836,88,167,164,358,443,240,119,88,4828,-3316,-10601,-11035,1190,1467,119,15,3,-23
75858,82,156,149,269,480,238,115,85,4810,-3326,-10613,-11028,1166,1445,113,14,-120,3
75881,80,178,184,234,416,223,106,82,4795,-3340,-10618,-11026,1244,1493,135,-18,-113,15
75896,70,196,199,232,393,207,102,68,4787,-3354,-10615,-11027,1292,1517,147,-51,-75,30
75918,64,168,189,223,347,173,83,62,4772,-3364,-10617,-11029,1280,1527,150,-32,-94,-5
75941,58,158,195,201,249,120,59,50,4739,-3380,-10629,-11027,1206,1491,129,-21,-200,-42
75956,54,183,191,172,157,78,40,39,4687,-3410,-10658,-11012,1137,1448,80,32,-351,-50
75978,46,167,161,152,146,76,37,32,4631,-3458,-10685,-10994,1151,1451,152,43,-467,2
76001,59,150,134,140,142,85,44,36,4596,-3508,-10703,-10976,1302,1473,139,28,-378,48
76016,59,147,141,137,141,85,40,34,4585,-3538,-10709,-10965,1394,1531,113,-2,-179,52
76038,58,149,150,140,162,87,43,34,4578,-3561,-10709,-10961,1316,1548,113,-25,-118,80
76061,59,117,151,138,136,81,44,34,4566,-3581,-10714,-10954,1262,1529,106,1,-143,62
76076,65,124,165,132,131,73,42,35,4540,-3604,-10729,-10942,1202,1508,63,19,-212,34
76098,54,119,158,106,136,64,34,30,4488,-3641,-10765,-10916,1144,1478,23,87,-399,-5
76121,48,121,148,92,131,55,32,28,4413,-3697,-10808,-10885,1134,1467,9,78,-578,-20
76136,51,153,139,73,101,54,28,30,4347,-3767,-10840,-10856,1189,1422,40,40,-590,33
76159,51,151,136,65,98,55,29,29,4302,-3843,-10874,-10814,1215,1402,0,99,-546,138
76181,42,133,112,58,98,73,32,27,4257,-3935,-10917,-10755,1180,1411,-82,152,-624,230
76196,39,124,105,42,80,71,31,28,4204,-4049,-10958,-10691,1156,1390,-40,149,-759,301
76219,40,122,94,45,85,87,37,36,4157,-4186,-10990,-10624,1282,1422,-137,75,-787,399
76241,34,92,111,45,82,88,37,31,4136,-4356,-10999,-10555,1450,1388,-179,-22,-773,584
76263,33,109,111,44,82,86,34,31,4134,-4523,-10995,-10489,1448,1434,-117,-8,-698,689
76278,34,109,112,42,86,72,32,31,4122,-4679,-10996,-10424,1524,1464,-130,9,-709,604
76301,35,113,127,44,88,87,37,34,4098,-4811,-10990,-10380,1577,1479,-124,-71,-642,448
76323,39,109,128,41,79,72,33,25,4079,-4924,-10970,-10355,1579,1367,-136,-158,-499,357
76338,37,102,96,38,78,71,34,25,4066,-5034,-10956,-10322,1502,1290,-156,-100,-479,375
76361,36,80,87,40,79,72,34,26,4053,-5156,-10960,-10263,1378,1182,-249,11,-559,438
76383,39,77,85,39,68,79,35,27,4025,-5313,-10971,-10181,1267,1159,-278,42,-777,584
