time,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,quat0,quat1,quat2,quat3,acc0,acc1,acc2,gyro0,gyro2,gyro2
298578,106,72,44,22,33,29,24,25,-7438,-11658,-932,-8738,1484,1374,-46,-50,158,-389
298593,62,66,40,22,29,27,22,28,-7469,-11638,-1003,-8731,1441,1389,-31,37,197,-429
298616,44,56,50,22,25,28,21,29,-7491,-11618,-1087,-8729,1378,1368,-33,108,263,-436
298638,44,97,98,33,27,30,20,28,-7510,-11589,-1178,-8739,1268,1299,-23,122,352,-416
298653,41,105,147,39,24,27,20,29,-7524,-11545,-1264,-8773,1213,1265,8,78,475,-321
298676,38,116,184,58,27,23,19,31,-7526,-11496,-1351,-8822,1160,1259,131,157,514,-243
298698,34,120,201,60,31,25,20,28,-7497,-11461,-1452,-8877,1246,1202,140,353,543,-244
298714,34,133,215,62,31,23,21,30,-7450,-11416,-1575,-8952,1298,1305,120,445,733,-213
298736,34,120,211,62,26,22,23,29,-7384,-11377,-1718,-9031,1424,1400,121,591,796,-239
298758,32,114,181,58,36,28,24,30,-7304,-11344,-1890,-9103,1436,1453,18,711,866,-316
298775,31,111,155,40,34,36,26,27,-7227,-11310,-2060,-9169,1311,1433,-63,664,866,-296
298796,32,106,136,40,35,43,26,27,-7163,-11277,-2201,-9227,1179,1382,-88,514,760,-212
298818,29,86,109,40,36,45,27,25,-7104,-11256,-2307,-9272,1175,1312,-157,399,610,-138
298835,20,64,85,33,37,44,26,25,-7046,-11242,-2384,-9314,1288,1362,-222,298,527,-70
298856,16,61,85,32,32,43,22,27,-6990,-11236,-2429,-9352,1426,1511,-235,197,419,48
298878,17,41,61,32,32,42,25,25,-6944,-11247,-2426,-9374,1460,1649,-206,81,163,214
298901,22,34,56,30,31,36,25,27,-6922,-11274,-2366,-9372,1302,1658,-154,-119,-155,390
298916,36,57,112,45,42,43,30,25,-6932,-11306,-2243,-9357,1203,1599,-74,-386,-423,533
298938,36,104,177,53,47,49,31,25,-6963,-11322,-2096,-9349,1245,1577,83,-521,-477,547
298961,37,110,212,60,50,49,33,28,-7006,-11318,-1969,-9349,1393,1636,232,-504,-397,413
298976,38,113,220,61,50,46,30,27,-7070,-11294,-1889,-9346,1559,1613,277,-469,-251,68
298998,37,115,223,61,51,47,33,27,-7142,-11247,-1880,-9350,1521,1578,286,-334,12,-234
299021,28,107,209,50,45,44,30,31,-7201,-11188,-1914,-9369,1426,1490,284,-196,232,-329
299036,27,64,161,41,41,40,30,30,-7239,-11135,-1968,-9392,1333,1434,247,-54,306,-316
299058,27,55,112,37,39,41,31,25,-7263,-11088,-2027,-9416,1281,1417,169,-5,346,-276
299081,27,49,97,37,40,42,31,26,-7280,-11045,-2076,-9443,1240,1458,126,-30,349,-180
299096,25,49,107,42,40,40,29,26,-7300,-11008,-2109,-9463,1235,1475,122,-79,260,-134
299118,22,58,173,53,35,33,27,21,-7323,-10982,-2128,-9472,1283,1540,80,-118,168,-112
299141,22,60,179,56,39,31,29,25,-7354,-10955,-2142,-9475,1304,1592,76,-170,134,-131
299156,24,58,179,54,42,34,26,25,-7398,-10930,-2152,-9467,1273,1595,61,-234,73,-176
299178,25,58,182,53,42,33,26,25,-7451,-10908,-2163,-9449,1213,1536,77,-237,15,-232
299201,26,58,192,52,41,34,25,23,-7502,-10889,-2177,-9427,1181,1468,135,-188,-16,-256
299216,24,48,144,48,42,39,29,26,-7542,-10881,-2194,-9400,1202,1448,162,-92,-64,-266
299238,26,42,155,45,40,40,26,22,-7571,-10891,-2216,-9361,1165,1462,152,16,-143,-256
299261,26,42,163,44,35,36,28,22,-7594,-10910,-2230,-9316,1110,1451,161,48,-217,-194
299276,28,41,160,47,36,39,31,27,-7614,-10935,-2226,-9271,1090,1433,195,39,-301,-111
299298,25,38,133,41,35,39,39,30,-7625,-10969,-2207,-9227,1109,1433,181,47,-351,-32
299321,26,34,109,35,34,36,42,28,-7626,-11005,-2179,-9190,1141,1433,174,53,-349,45
299336,24,29,71,35,40,37,43,30,-7617,-11042,-2144,-9161,1223,1474,111,43,-308,101
299358,25,26,40,33,38,33,44,32,-7603,-11077,-2111,-9138,1231,1510,89,53,-272,140
299381,23,26,33,32,41,37,45,28,-7587,-11112,-2073,-9118,1248,1541,69,33,-259,179
299396,24,34,101,36,42,37,41,28,-7570,-11135,-2027,-9113,1304,1529,74,-27,-195,221
299418,21,60,162,44,45,38,35,28,-7557,-11143,-1994,-9122,1362,1565,72,-45,-59,173
299441,24,76,197,54,42,38,36,27,-7562,-11132,-1993,-9132,1395,1648,16,-96,97,6
299456,22,78,203,58,47,41,36,27,-7588,-11110,-2021,-9131,1383,1658,85,-77,129,-198
299478,21,79,218,67,53,40,31,26,-7617,-11081,-2093,-9126,1424,1615,45,14,260,-438
299501,19,76,199,65,66,40,28,22,-7655,-11032,-2191,-9130,1383,1538,15,-8,433,-577
299516,20,60,164,64,66,55,38,23,-7694,-10979,-2287,-9137,1277,1499,18,-35,455,-548
299538,19,39,126,60,72,62,36,25,-7720,-10941,-2363,-9141,1186,1412,43,2,339,-428
299561,18,36,123,62,76,62,35,23,-7734,-10919,-2412,-9144,1116,1356,68,21,215,-273
299576,21,33,106,57,70,61,35,30,-7737,-10910,-2431,-9147,1058,1329,102,11,98,-102
299598,21,32,101,56,58,60,34,32,-7727,-10907,-2433,-9159,1064,1371,125,25,62,44
299621,20,26,88,54,68,54,26,32,-7710,-10909,-2421,-9174,1129,1459,88,6,44,137
299636,20,30,95,58,74,55,25,33,-7693,-10906,-2393,-9199,1159,1529,129,-58,46,228
299658,19,28,101,59,69,57,25,33,-7673,-10897,-2349,-9238,1221,1554,169,-110,69,321
299681,17,28,88,55,71,58,27,28,-7651,-10889,-2305,-9276,1240,1611,146,-116,71,342
299696,17,26,88,58,77,62,26,26,-7634,-10884,-2270,-9305,1213,1613,159,-83,38,296
299718,19,29,82,56,71,55,24,26,-7615,-10880,-2243,-9332,1244,1582,154,-53,62,243
299741,19,26,62,44,56,45,23,25,-7600,-10873,-2235,-9353,1225,1586,124,-23,100,157
299756,21,27,34,33,55,41,23,25,-7590,-10867,-2243,-9367,1217,1567,123,15,114,63
299778,22,29,33,30,56,44,27,27,-7584,-10866,-2256,-9370,1208,1548,100,34,73,4
299801,25,29,30,23,46,36,29,26,-7584,-10864,-2260,-9371,1275,1533,135,-11,28,-24
299823,28,27,26,26,42,39,39,30,-7599,-10862,-2263,-9361,1293,1527,54,-86,8,-107
299838,31,30,25,27,41,39,41,31,-7634,-10868,-2249,-9329,1167,1525,48,-184,-164,-110
299861,29,31,26,29,41,41,42,33,-7670,-10885,-2188,-9293,1122,1515,121,-277,-369,81
299883,28,31,27,30,45,42,38,35,-7708,-10910,-2089,-9255,1150,1524,180,-356,-519,207
299898,26,32,37,37,78,81,43,38,-7754,-10933,-1980,-9213,1215,1567,193,-409,-566,202
299921,23,35,42,40,96,106,40,34,-7809,-10934,-1881,-9187,1336,1559,333,-425,-456,114
299951,22,30,42,41,99,109,40,34,-7862,-10917,-1825,-9173,1398,1576,335,-346,-232,-39
299958,24,29,41,40,102,112,42,30,-7909,-10895,-1817,-9160,1393,1574,272,-219,-57,-204
299981,26,27,41,41,99,111,41,32,-7950,-10870,-1844,-9149,1292,1527,261,-97,60,-287
300003,26,25,27,35,76,86,36,29,-7984,-10844,-1879,-9143,1189,1466,244,-60,114,-274
300018,23,19,21,27,50,50,28,29,-8011,-10823,-1909,-9138,1126,1424,236,-38,86,-214
300041,21,21,23,26,50,46,29,29,-8031,-10815,-1927,-9127,1130,1414,200,-26,21,-162
300063,19,19,24,30,48,48,31,30,-8047,-10810,-1934,-9117,1216,1452,196,-40,-17,-136
300078,19,19,24,31,55,53,33,24,-8062,-10807,-1940,-9106,1229,1496,175,-48,-16,-123
300101,18,19,26,30,55,66,32,23,-8074,-10808,-1937,-9095,1251,1541,161,-61,-41,-69
300123,19,22,26,34,59,73,34,24,-8086,-10808,-1927,-9086,1229,1555,178,-80,-63,-33
300139,18,20,25,34,56,72,30,25,-8102,-10808,-1913,-9075,1244,1567,185,-105,-80,-29
300161,16,20,24,31,51,68,26,26,-8122,-10807,-1907,-9059,1250,1572,174,-97,-76,-94
300183,16,21,23,27,39,62,26,28,-8150,-10806,-1912,-9034,1244,1574,157,-102,-75,-182
300198,16,23,22,31,47,63,27,29,-8185,-10803,-1922,-9004,1214,1570,171,-99,-88,-230
300229,19,25,20,33,51,73,33,28,-8214,-10802,-1930,-8976,1199,1539,171,-79,-87,-210
300243,24,28,20,37,55,83,37,27,-8239,-10805,-1936,-8949,1223,1524,137,-77,-83,-200
300259,24,28,21,38,55,81,37,26,-8268,-10805,-1941,-8921,1221,1529,125,-100,-85,-218
300280,23,26,21,38,55,82,36,24,-8300,-10805,-1941,-8891,1181,1553,121,-133,-103,-189
300303,22,25,21,36,51,75,34,24,-8336,-10809,-1932,-8855,1126,1542,103,-168,-167,-167
300318,21,24,21,33,49,60,26,25,-8376,-10813,-1909,-8817,1130,1536,139,-204,-225,-143
300340,18,20,19,29,42,45,23,26,-8416,-10819,-1880,-8779,1138,1530,164,-209,-261,-122
300363,18,21,22,27,41,49,22,26,-8454,-10828,-1847,-8737,1172,1569,169,-201,-290,-118
300378,20,23,22,28,41,50,23,25,-8493,-10837,-1812,-8695,1194,1579,174,-200,-299,-120
300401,21,23,24,25,38,50,24,26,-8532,-10843,-1777,-8657,1186,1589,221,-202,-293,-103
300431,24,28,26,26,37,50,26,26,-8571,-10848,-1740,-8620,1156,1582,227,-204,-290,-85
300438,24,33,26,28,46,56,28,23,-8610,-10850,-1702,-8586,1136,1564,265,-198,-291,-72
300460,29,33,23,29,47,52,28,26,-8647,-10848,-1667,-8558,1146,1555,268,-200,-242,-74
300483,29,34,24,30,51,53,26,26,-8682,-10843,-1637,-8535,1139,1544,285,-182,-209,-70
300498,28,33,23,32,51,52,30,25,-8708,-10839,-1616,-8517,1110,1510,290,-121,-160,-60
300520,27,28,21,30,45,52,33,25,-8723,-10835,-1603,-8508,1095,1501,307,-50,-103,-29
300543,27,24,24,29,46,51,33,23,-8726,-10834,-1599,-8508,1125,1523,286,14,-34,-6
300558,21,24,25,28,57,54,34,20,-8723,-10833,-1604,-8512,1170,1580,233,29,24,-13
300580,21,22,28,27,58,59,35,24,-8723,-10831,-1616,-8511,1139,1606,218,31,36,-38
300603,21,23,30,25,68,69,33,22,-8723,-10829,-1624,-8512,1131,1574,222,22,26,-26
300618,19,23,35,26,75,72,32,23,-8722,-10825,-1631,-8517,1116,1563,218,16,46,-9
300640,17,22,37,26,70,66,30,23,-8719,-10823,-1639,-8522,1117,1558,226,33,45,-1
300671,19,22,38,29,63,67,28,24,-8712,-10820,-1648,-8530,1124,1576,218,42,65,11
300678,21,22,36,28,65,62,27,22,-8705,-10816,-1656,-8541,1148,1583,212,29,79,18
300700,22,23,35,27,53,49,27,25,-8698,-10814,-1666,-8550,1153,1587,186,33,81,2
300723,22,25,29,26,45,40,23,23,-8692,-10812,-1676,-8556,1134,1584,192,31,71,-1
300745,21,29,30,31,54,44,26,23,-8686,-10809,-1683,-8564,1146,1572,190,17,66,9
300760,19,27,30,32,53,42,25,23,-8681,-10807,-1686,-8572,1128,1557,195,13,50,23
300783,17,28,31,33,46,41,28,24,-8675,-10804,-1687,-8581,1146,1558,210,12,52,28
300805,18,29,30,36,48,45,27,21,-8667,-10801,-1692,-8592,1145,1568,203,22,70,32
300820,18,30,43,39,63,55,32,22,-8658,-10799,-1699,-8602,1151,1576,205,33,72,24
300843,18,29,45,51,64,54,30,22,-8650,-10795,-1707,-8613,1182,1578,204,31,85,7
300866,20,29,43,49,65,53,29,23,-8641,-10792,-1719,-8625,1154,1565,190,44,101,6
300880,19,31,43,49,62,60,29,22,-8630,-10792,-1732,-8633,1133,1567,175,53,88,6
300903,20,31,48,50,62,57,29,22,-8621,-10792,-1738,-8641,1130,1546,186,37,64,21
300925,20,30,39,51,52,56,32,22,-8612,-10793,-1739,-8648,1157,1569,189,23,36,38
300948,21,27,44,41,43,55,31,23,-8604,-10795,-1735,-8654,1162,1559,182,8,18,46
300963,20,27,51,47,48,62,33,23,-8598,-10794,-1730,-8663,1181,1581,187,-16,40,45
300985,20,33,105,55,59,58,33,23,-8593,-10789,-1726,-8675,1165,1597,228,-13,45,65
301000,18,37,109,60,64,65,34,23,-8586,-10781,-1727,-8690,1187,1581,225,-1,88,44
301023,18,37,115,59,64,59,28,24,-8580,-10769,-1735,-8710,1171,1576,257,14,124,34
301045,18,37,115,56,62,59,32,21,-8569,-10762,-1753,-8726,1163,1567,262,83,128,2
301060,17,41,113,51,60,51,29,18,-8552,-10761,-1785,-8737,1133,1552,243,157,137,-29
301083,18,45,72,41,50,44,26,18,-8531,-10763,-1821,-8748,1108,1534,235,188,144,-36
301105,19,43,65,30,42,30,26,21,-8508,-10768,-1852,-8757,1017,1526,236,199,109,27
301121,22,46,54,27,33,23,24,22,-8479,-10779,-1860,-8771,930,1436,226,168,43,152
301143,29,50,53,27,35,29,21,29,-8437,-10794,-1841,-8796,859,1270,230,151,-5,317
301165,30,51,50,29,38,36,28,34,-8364,-10818,-1810,-8843,760,1181,256,261,15,544
301180,32,44,43,31,42,42,29,36,-8251,-10869,-1752,-8898,872,1225,212,380,-74,780
301203,34,63,53,29,40,44,29,35,-8126,-10934,-1667,-8951,993,1253,147,356,-169,893
301225,38,91,73,32,51,66,38,38,-7990,-11007,-1544,-9004,1074,1256,145,308,-293,1061
301240,37,103,80,37,57,79,44,34,-7834,-11114,-1404,-9034,1276,1321,14,392,-476,1108
301263,40,110,81,34,52,77,42,30,-7703,-11198,-1269,-9062,1714,1598,-108,200,-364,942
301285,78,140,100,36,51,80,44,34,-7630,-11265,-1130,-9059,1773,1815,-183,-91,-439,776
301300,101,143,96,42,60,87,48,36,-7604,-11328,-1002,-9018,1533,1792,-135,-210,-594,585
301323,137,159,91,47,55,77,44,43,-7615,-11384,-882,-8950,1407,1551,-77,-301,-696,332
301345,190,220,91,50,60,67,43,46,-7648,-11436,-779,-8865,1439,1485,-45,-316,-733,120
301360,211,238,107,55,64,68,44,50,-7680,-11496,-697,-8765,1436,1350,-12,-201,-782,-51
301383,224,237,110,53,64,70,48,71,-7706,-11556,-614,-8670,1555,1319,-70,-199,-750,-75
301405,219,242,116,52,65,65,49,72,-7710,-11622,-528,-8583,1562,1344,-140,-126,-719,38
301420,227,225,110,47,66,64,47,71,-7694,-11701,-416,-8496,1560,1359,-172,-88,-821,213
301443,197,168,103,43,65,68,52,71,-7691,-11772,-276,-8405,1570,1513,-182,-240,-895,340
301466,201,155,91,38,67,73,53,70,-7706,-11840,-125,-8300,1588,1532,-153,-325,-993,306
301480,267,178,118,46,73,69,53,58,-7737,-11905,6,-8177,1583,1553,-79,-301,-1040,142
301504,278,174,119,48,82,110,60,63,-7753,-11983,95,-8047,1517,1492,-76,-79,-1015,-2
301525,274,170,118,51,78,115,66,67,-7753,-12071,146,-7914,1640,1481,-158,97,-935,-179
301540,279,162,117,53,72,111,64,72,-7727,-12163,180,-7796,1691,1410,-148,277,-861,-195
301570,290,160,115,52,71,110,66,74,-7689,-12260,207,-7681,1508,1432,-195,352,-837,-110
301585,211,115,65,47,66,111,62,65,-7672,-12341,264,-7566,1514,1468,-154,180,-897,-25
301600,197,100,52,43,48,96,84,61,-7670,-12398,328,-7471,1582,1335,-232,2,-750,-57
301623,182,120,64,42,50,93,84,63,-7667,-12436,368,-7408,1536,1283,-277,8,-494,-78
301645,167,133,66,40,53,95,87,57,-7661,-12469,386,-7358,1491,1346,-356,43,-338,-90
301660,174,134,63,43,57,105,101,77,-7677,-12482,420,-7318,1541,1393,-312,-117,-308,-45
301683,199,148,71,49,66,117,109,110,-7688,-12497,469,-7277,1512,1434,-352,-140,-340,55
301705,222,199,97,48,69,105,93,129,-7690,-12521,524,-7230,1506,1448,-505,-149,-348,91
301728,215,199,96,47,74,113,94,130,-7694,-12553,573,-7167,1474,1533,-640,-157,-374,63
301743,213,190,95,46,73,114,95,134,-7703,-12599,631,-7071,1414,1526,-705,-193,-549,12
301765,170,182,96,44,73,144,98,133,-7750,-12636,743,-6941,1298,1256,-491,-455,-881,7
301788,141,166,84,37,65,152,96,193,-7804,-12667,898,-6805,1524,976,-259,-544,-1131,-34
301803,144,123,52,38,62,153,103,206,-7834,-12699,1044,-6688,1563,1075,-25,-301,-1132,65
301826,148,132,38,47,84,211,152,205,-7825,-12731,1188,-6614,1549,1293,53,-53,-990,347
301848,159,178,54,53,101,271,175,264,-7817,-12738,1303,-6588,1484,1372,-97,-89,-582,420
301863,187,178,60,69,118,258,230,364,-7799,-12742,1393,-6583,1561,1325,-475,-128,-288,358
301893,206,199,78,80,128,255,262,341,-7781,-12765,1479,-6540,1344,1327,-515,-92,-447,311
301908,209,226,100,78,131,263,263,333,-7764,-12795,1585,-6476,1418,1314,-309,-57,-702,311
301924,233,238,108,76,124,249,267,349,-7731,-12828,1654,-6435,1623,1454,-373,116,-527,223
301945,235,207,105,77,114,289,290,352,-7681,-12869,1661,-6411,1881,1719,-613,320,-267,45
301968,227,229,114,82,128,341,315,393,-7672,-12889,1665,-6381,1587,1341,-596,39,-186,-101
301991,262,251,217,96,154,407,347,447,-7664,-12907,1753,-6330,1306,1003,-390,-132,-536,182
302005,253,301,243,107,211,551,543,558,-7671,-12928,1779,-6269,1124,1199,-587,-103,-316,-17
302028,242,295,249,122,261,740,637,574,-7673,-12957,1775,-6208,1133,1106,-932,-132,-135,-185
302043,372,379,360,148,300,813,652,591,-7690,-12978,1816,-6133,1345,988,-1155,-420,-239,-173
302065,436,419,413,164,388,892,664,524,-7787,-12957,1956,-6010,1183,1037,-486,-872,-807,72
302088,526,502,491,162,415,900,697,489,-7872,-12896,2002,-6014,1453,1474,93,-376,-173,113
302103,544,488,532,165,462,931,630,469,-7875,-12874,1905,-6088,1434,1418,-510,193,623,-204
302125,607,579,584,201,471,830,580,707,-7914,-12844,1901,-6103,1151,573,-762,-432,292,-241
302148,763,847,846,195,483,792,709,789,-7983,-12756,1983,-6171,1520,854,2,-554,99,229
302163,945,1016,987,193,499,757,732,818,-8006,-12701,1938,-6268,1299,1758,-614,-95,755,265
302186,916,1032,996,222,540,824,747,826,-8014,-12663,1876,-6354,1346,1420,-664,-18,725,38
302208,1017,1141,1041,247,543,729,719,915,-8012,-12621,1832,-6452,1787,1146,-341,57,562,-96
302223,1081,1246,1061,229,530,693,712,776,-8033,-12578,1784,-6522,1534,1537,-443,-48,544,9
302246,1007,1145,881,233,508,640,589,753,-8031,-12549,1710,-6600,1602,1719,-421,173,595,15
302268,908,1039,739,238,460,653,523,818,-8006,-12529,1630,-6688,1587,1326,-471,247,647,-91
302283,898,1027,668,230,394,548,436,1006,-7968,-12513,1549,-6782,1711,1329,-514,304,669,-88
302306,836,916,609,215,317,521,418,958,-7972,-12505,1503,-6802,1417,1628,-583,26,322,-19
302328,768,739,541,249,322,505,403,961,-7950,-12532,1465,-6787,1311,1424,-543,198,43,-86
302343,716,648,480,272,312,523,361,919,-7917,-12520,1444,-6851,1509,898,-230,191,280,-24
302366,646,635,464,276,257,475,441,960,-7897,-12512,1456,-6888,1336,1362,-720,-72,291,258
302388,635,631,473,261,235,441,491,847,-7878,-12538,1499,-6853,1429,1752,-814,-82,-156,309
302405,539,612,402,253,218,415,463,751,-7867,-12543,1525,-6851,1491,1129,-3,115,-254,42
302426,438,575,380,223,170,400,421,724,-7851,-12519,1494,-6917,1604,1092,-32,210,266,-44
302448,365,554,341,190,175,340,421,749,-7830,-12493,1445,-6999,1524,1315,-529,116,598,60
302463,253,466,251,165,156,187,318,585,-7818,-12485,1402,-7035,1418,1585,-656,70,409,73
302486,208,355,198,152,132,139,190,418,-7798,-12496,1359,-7048,1377,1483,-493,189,195,1
302508,202,332,170,141,121,132,182,415,-7792,-12498,1330,-7055,1473,1284,-331,113,91,-106
302523,198,318,151,101,101,125,160,367,-7807,-12503,1319,-7032,1536,1341,-331,-28,-91,-161
302546,193,241,166,67,68,100,98,197,-7817,-12499,1304,-7031,1594,1321,-194,38,-30,-139
302568,150,209,158,47,71,91,79,104,-7814,-12489,1247,-7062,1642,1377,-178,206,220,-192
