time,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,quat0,quat1,quat2,quat3,acc0,acc1,acc2,gyro0,gyro2,gyro2
36785,76,135,232,696,864,331,168,99,8381,963,-10149,-9709,1073,1567,406,-38,-16,-27
36792,88,167,251,641,937,404,200,117,8375,967,-10147,-9716,1055,1538,449,-14,-15,-38
36825,94,181,260,678,888,424,210,122,8377,968,-10149,-9713,1062,1555,434,14,1,28
36862,89,173,251,611,830,396,196,114,8383,967,-10142,-9715,1038,1591,440,-36,31,54
36864,92,170,252,587,785,411,201,120,8384,964,-10135,-9721,1020,1543,436,-58,3,25
36885,86,166,230,567,765,405,198,116,8379,960,-10133,-9728,1056,1559,433,-49,-32,-2
36929,72,129,209,534,657,328,160,98,8368,965,-10131,-9739,1040,1569,448,-29,-26,-53
36931,58,105,196,486,592,280,138,84,8363,962,-10131,-9743,1051,1517,458,-12,-36,-11
36950,70,106,199,627,667,335,163,96,8359,957,-10132,-9746,1035,1568,438,-25,-42,25
36957,77,112,196,666,663,367,175,101,8348,952,-10138,-9750,1017,1554,417,-18,-76,5
36996,78,114,193,653,610,372,175,104,8336,944,-10147,-9752,1073,1562,440,1,-94,-2
36998,84,124,191,729,674,398,196,113,8326,943,-10152,-9756,1079,1584,442,2,-59,-20
37019,90,126,183,745,774,405,198,116,8313,941,-10160,-9759,1065,1556,441,14,-78,-30
37032,83,130,188,652,714,371,181,108,8298,944,-10172,-9759,1066,1577,414,42,-74,-37
37057,71,122,179,642,843,307,152,91,8282,945,-10178,-9766,1052,1591,432,2,-76,-50
37101,71,123,180,638,859,296,152,91,8269,943,-10181,-9774,1025,1554,456,-12,-83,-35
37103,60,103,133,527,828,249,119,72,8261,937,-10180,-9782,1052,1563,464,-33,-59,-9
37125,52,98,133,583,739,226,113,68,8256,929,-10178,-9790,1087,1560,452,-44,-49,-14
37137,52,91,125,548,701,225,118,69,8248,929,-10179,-9795,1052,1552,424,-18,-38,-25
37169,67,98,127,498,552,264,139,76,8239,929,-10184,-9797,1020,1538,383,-6,-37,-11
37207,67,95,123,464,476,255,133,71,8224,913,-10197,-9798,960,1512,366,-22,-139,46
37208,66,88,117,446,395,250,129,69,8206,881,-10219,-9793,973,1513,328,-26,-219,112
37236,66,87,112,299,356,244,125,68,8182,827,-10245,-9790,974,1512,361,-65,-333,165
37238,61,83,100,260,289,219,111,61,8153,759,-10274,-9790,1015,1507,351,-106,-405,177
37275,33,57,75,245,198,109,57,36,8109,681,-10315,-9789,995,1499,334,-90,-521,179
37304,25,48,69,151,144,68,36,28,8047,582,-10377,-9781,923,1468,297,-51,-719,244
37306,27,45,66,103,113,53,35,26,7970,444,-10462,-9760,930,1421,334,-8,-976,364
37317,26,42,62,76,89,52,34,22,7892,279,-10553,-9732,1030,1365,405,12,-1112,427
37410,27,46,74,61,69,46,31,21,7823,103,-10644,-9693,1119,1325,366,17,-1101,491
37545,27,62,90,52,68,42,28,23,7769,-83,-10738,-9633,1173,1324,304,61,-1077,620
37547,28,73,99,47,59,41,28,22,7740,-260,-10811,-9571,1310,1417,333,32,-908,675
37575,24,81,102,39,50,42,26,23,7760,-408,-10833,-9524,1500,1556,350,-103,-497,681
37582,32,39,41,26,30,29,22,17,7447,-1090,-11253,-9229,1341,1242,97,177,-687,368
37583,26,37,41,22,27,32,21,17,7405,-1210,-11329,-9155,1309,1237,66,205,-762,465
37612,22,36,41,21,28,47,24,18,7353,-1344,-11409,-9078,1351,1274,10,180,-845,498
37617,24,39,37,19,26,51,23,17,7287,-1485,-11489,-9008,1434,1321,-9,132,-928,464
37640,28,31,29,20,26,50,23,18,7206,-1626,-11569,-8946,1528,1354,-70,85,-970,383
37655,26,29,25,21,25,52,24,18,7116,-1762,-11645,-8894,1609,1408,-142,25,-961,319
37677,24,29,24,22,24,50,25,22,7035,-1894,-11707,-8850,1677,1416,-192,-36,-863,302
37708,24,32,24,22,23,46,30,66,6969,-2018,-11755,-8811,1704,1395,-236,-82,-738,303
37715,22,29,22,22,21,44,41,86,6916,-2135,-11791,-8777,1683,1370,-226,-101,-649,315
37739,21,29,20,24,23,53,49,92,6860,-2248,-11826,-8745,1596,1319,-244,-107,-641,308
37760,21,31,21,24,22,52,48,92,6791,-2369,-11865,-8714,1487,1254,-271,-129,-718,310
37776,25,32,20,23,21,53,49,93,6718,-2493,-11910,-8675,1536,1268,-224,-63,-796,324
37797,30,29,19,22,21,48,47,83,6638,-2601,-11962,-8634,1605,1322,-267,-4,-787,238
37820,31,28,21,23,20,52,44,87,6548,-2690,-12010,-8608,1622,1335,-296,-45,-754,102
37842,29,24,21,23,16,46,42,82,6453,-2774,-12056,-8589,1560,1255,-290,-67,-758,41
37857,29,24,21,24,17,46,42,84,6365,-2851,-12109,-8555,1532,1195,-279,45,-751,40
37880,26,24,22,23,18,45,41,83,6290,-2917,-12154,-8524,1575,1251,-276,61,-663,49
37895,20,25,22,23,17,43,42,74,6228,-2981,-12182,-8507,1640,1330,-293,-22,-553,73
37917,19,26,20,21,17,32,37,91,6177,-3046,-12196,-8501,1622,1282,-316,-111,-465,89
37948,20,28,20,21,20,49,45,120,6137,-3108,-12208,-8491,1595,1224,-310,-78,-415,105
37955,23,26,19,22,30,55,46,124,6103,-3159,-12227,-8468,1544,1188,-329,13,-377,104
37985,23,25,20,22,30,56,47,125,6076,-3199,-12253,-8436,1572,1205,-377,97,-332,88
38000,23,23,20,23,30,54,46,124,6051,-3226,-12283,-8400,1594,1225,-458,131,-267,43
38016,23,23,22,28,36,57,45,97,6024,-3246,-12317,-8363,1590,1241,-487,159,-265,18
38037,27,22,22,27,34,48,42,54,5990,-3268,-12352,-8326,1547,1266,-483,157,-301,28
38060,24,22,24,25,27,48,44,42,5951,-3296,-12381,-8300,1543,1273,-474,87,-328,29
38075,25,22,23,28,28,48,46,42,5916,-3324,-12400,-8284,1563,1228,-452,24,-294,10
38098,24,20,21,28,28,55,45,40,5890,-3346,-12419,-8266,1584,1199,-456,53,-245,-12
38120,24,19,20,22,22,53,46,44,5873,-3355,-12444,-8238,1564,1186,-446,157,-205,-22
38135,20,19,22,24,25,49,41,55,5859,-3360,-12473,-8202,1577,1229,-485,209,-179,-7
38159,21,16,21,25,24,41,42,69,5849,-3369,-12492,-8176,1563,1262,-479,144,-153,37
38180,20,15,21,21,23,40,40,72,5836,-3387,-12504,-8159,1534,1245,-498,56,-153,52
38195,23,17,20,20,23,33,51,78,5820,-3404,-12514,-8148,1526,1241,-511,26,-153,39
38226,24,17,20,22,23,44,57,78,5807,-3421,-12521,-8139,1585,1247,-537,3,-131,27
38240,23,17,23,22,19,46,59,75,5794,-3431,-12534,-8124,1546,1226,-532,58,-131,5
38262,24,19,22,24,20,49,57,67,5779,-3432,-12555,-8102,1514,1229,-547,125,-126,-22
38277,24,21,23,24,24,51,58,65,5765,-3438,-12575,-8080,1550,1231,-574,111,-132,-6
38301,22,22,24,27,24,50,52,67,5751,-3449,-12586,-8067,1542,1217,-560,38,-126,5
38315,22,23,25,26,26,40,43,66,5742,-3457,-12593,-8059,1550,1198,-563,21,-85,-10
38337,23,24,22,25,27,43,41,87,5740,-3460,-12601,-8047,1539,1216,-558,58,-50,4
38368,28,25,21,24,26,44,44,92,5736,-3462,-12608,-8038,1513,1226,-580,41,-36,4
38375,27,23,22,25,24,43,42,90,5730,-3467,-12612,-8033,1524,1216,-568,9,-55,1
38399,26,26,23,24,27,45,40,82,5723,-3472,-12617,-8028,1534,1231,-561,16,-58,0
1,Repeat 1,,,,,,,,,,,,,,,,,
23,25,26,21,23,24,44,51,74,5719,-3475,-12621,-8024,1538,1185,-601,0,1,-13
38,19,25,24,21,26,38,48,66,5724,-3473,-12626,-8013,1532,1171,-599,53,13,-8
61,17,26,21,19,26,36,47,65,5725,-3471,-12634,-8001,1528,1228,-609,63,-7,0
83,19,23,21,19,23,33,47,63,5718,-3473,-12638,-7999,1537,1275,-601,5,-33,1
98,17,23,23,19,23,29,45,51,5711,-3474,-12636,-8006,1537,1275,-561,-37,-31,-16
121,19,21,25,18,23,23,36,36,5709,-3470,-12633,-8014,1540,1233,-537,-28,2,-43
136,20,22,24,20,22,25,39,30,5715,-3459,-12630,-8019,1543,1187,-548,-3,55,-69
158,20,22,26,22,25,27,41,37,5726,-3447,-12628,-8021,1524,1161,-558,10,84,-57
189,18,21,27,20,25,30,39,40,5733,-3438,-12631,-8015,1507,1179,-597,39,55,-31
203,18,22,26,22,26,31,39,38,5737,-3437,-12632,-8010,1527,1230,-621,9,37,11
227,16,21,24,23,26,35,36,34,5735,-3442,-12631,-8011,1518,1259,-634,-39,6,23
241,13,28,24,20,24,37,33,34,5730,-3447,-12629,-8016,1531,1251,-611,-54,-6,4
263,14,27,22,18,20,35,31,27,5729,-3446,-12626,-8021,1544,1234,-584,-35,15,-27
278,14,27,19,19,20,33,33,33,5733,-3440,-12625,-8023,1542,1202,-581,-8,38,-43
301,15,29,17,19,19,36,34,43,5743,-3431,-12623,-8023,1558,1220,-559,19,66,-27
332,17,36,19,18,21,33,32,48,5754,-3423,-12618,-8026,1558,1232,-576,-5,84,-21
338,18,30,20,20,22,32,28,49,5761,-3418,-12612,-8032,1536,1223,-589,-38,74,-19
362,20,30,19,20,21,34,29,48,5768,-3417,-12604,-8041,1515,1217,-571,-62,67,-1
383,24,30,21,21,21,35,27,40,5771,-3418,-12597,-8048,1508,1225,-581,-58,46,7
400,24,29,23,20,21,31,25,34,5778,-3418,-12592,-8051,1517,1205,-555,-29,45,4
421,24,26,23,21,19,31,28,36,5786,-3415,-12588,-8053,1526,1204,-554,-12,57,-5
443,25,27,21,20,19,27,32,85,5794,-3412,-12586,-8052,1528,1206,-562,6,52,-3
466,24,32,22,24,21,29,33,92,5797,-3410,-12586,-8051,1531,1227,-580,-7,32,-2
481,19,32,22,25,22,36,39,93,5792,-3416,-12586,-8051,1514,1235,-598,-34,-18,14
503,20,31,23,26,21,38,38,95,5783,-3427,-12585,-8054,1515,1229,-575,-59,-47,17
518,18,27,22,28,23,39,40,97,5776,-3438,-12583,-8058,1539,1230,-565,-62,-50,11
541,18,42,25,28,23,39,39,61,5774,-3443,-12580,-8062,1554,1223,-539,-34,-17,-4
580,20,39,24,26,21,37,38,52,5778,-3445,-12576,-8065,1540,1227,-532,-27,15,9
581,20,41,23,25,21,28,32,50,5786,-3448,-12568,-8070,1541,1241,-527,-32,39,32
609,22,54,20,24,22,25,36,43,5799,-3454,-12554,-8081,1543,1241,-480,-63,53,54
623,23,55,19,25,23,21,32,31,5811,-3458,-12537,-8097,1520,1255,-482,-91,75,48
640,22,45,18,23,26,22,34,29,5830,-3450,-12515,-8121,1575,1313,-462,-94,145,16
661,21,48,19,22,26,22,32,30,5861,-3432,-12486,-8150,1626,1319,-445,-103,237,-15
683,24,52,20,24,32,24,33,36,5893,-3403,-12454,-8187,1580,1250,-496,-150,318,-83
698,22,42,24,42,38,23,30,73,5932,-3375,-12422,-8220,1555,1156,-517,-154,359,-79
721,21,40,26,48,39,25,32,81,5977,-3361,-12397,-8230,1551,1081,-594,-97,347,1
744,19,41,26,58,49,25,29,80,6015,-3367,-12381,-8224,1513,1093,-611,-55,234,117
758,19,37,31,65,56,33,29,80,6044,-3385,-12367,-8218,1518,1195,-577,-64,145,186
782,19,32,31,70,58,35,27,78,6060,-3408,-12353,-8216,1528,1283,-561,-87,81,194
812,20,34,29,68,83,35,25,45,6063,-3418,-12340,-8231,1549,1332,-507,-123,53,84
818,23,33,32,77,104,40,23,25,6064,-3410,-12323,-8258,1590,1329,-437,-129,85,-37
849,25,32,30,72,101,40,22,25,6075,-3390,-12302,-8289,1620,1278,-381,-115,153,-95
863,25,32,25,66,97,33,22,21,6100,-3352,-12279,-8321,1631,1256,-359,-70,262,-147
878,23,27,26,61,96,30,21,22,6140,-3295,-12254,-8351,1614,1230,-319,-6,376,-183
901,22,20,26,53,73,29,22,22,6190,-3225,-12226,-8382,1601,1236,-316,22,463,-206
923,20,19,19,28,33,18,20,21,6246,-3144,-12198,-8412,1580,1238,-295,46,524,-226
938,17,22,20,24,29,16,18,19,6304,-3057,-12167,-8446,1568,1241,-284,41,562,-250
961,17,23,24,26,28,16,18,19,6361,-2968,-12138,-8476,1557,1235,-301,47,572,-260
992,15,24,23,25,24,18,21,15,6418,-2879,-12112,-8501,1556,1231,-299,74,572,-254
998,15,29,24,24,22,19,20,15,6475,-2785,-12089,-8521,1551,1259,-320,102,584,-257
1022,15,28,33,26,23,21,19,20,6530,-2692,-12068,-8540,1529,1274,-325,99,580,-248
1043,16,26,38,24,22,23,20,21,6581,-2603,-12046,-8560,1528,1325,-327,82,564,-231
1060,20,24,41,22,25,28,20,20,6627,-2521,-12019,-8587,1512,1344,-314,14,538,-217
1088,21,26,54,23,26,31,20,22,6671,-2448,-11986,-8619,1507,1349,-272,-40,515,-193
1103,22,27,67,28,26,33,22,21,6711,-2381,-11953,-8654,1506,1315,-252,-63,481,-208
1126,22,35,88,29,33,40,23,17,6750,-2312,-11920,-8686,1508,1303,-228,-51,478,-221
1141,22,36,89,33,38,43,25,18,6795,-2237,-11884,-8721,1523,1306,-214,-56,527,-240
1163,19,36,87,34,36,40,25,18,6840,-2152,-11848,-8755,1494,1350,-217,-30,566,-251
1194,18,34,80,33,37,38,24,19,6881,-2068,-11822,-8780,1461,1308,-197,24,516,-260
1201,18,30,69,30,38,37,24,19,6913,-1984,-11802,-8800,1445,1297,-198,53,470,-285
1232,17,25,40,26,35,27,24,20,6937,-1902,-11785,-8822,1400,1311,-164,56,413,-289
